name,ein,category,city,state,website,description
Njsd-mksd Museum,272800673,Arts & Culture,WOODBURY,NJ,,"Arts & Culture organization in WOODBURY, NJ"
Randolph Middle School Pto,272837601,Education,RANDOLPH,NJ,,"Education organization in RANDOLPH, NJ"
South Nassau Communites Hospital,272843521,Health,OCEANSIDE,NY,,"Health organization in OCEANSIDE, NY"
Friends Of The Johnston School,272850893,Education,BREWERTON,NY,,"Education organization in BREWERTON, NY"
Nativitymiguel Middle School Of Buffalo,272855965,Education,BUFFALO,NY,,"Education organization in BUFFALO, NY"
Sms Research Foundation,272906662,Research,GEORGETOWN,CT,,"Research organization in GEORGETOWN, CT"
St Elizabeths School Endownment Fund,272934024,Education,WYCKOFF,NJ,,"Education organization in WYCKOFF, NJ"
John Paul Ii Polish Language School,272997397,Education,BOSTON,MA,,"Education organization in BOSTON, MA"
Long Island Lutheran Day School At St Pauls,273036085,Education,E NORTHPORT,NY,,"Education organization in E NORTHPORT, NY"
Raymond Schools Pto,273037319,Education,RAYMOND,ME,,"Education organization in RAYMOND, ME"
Autism Radio A Nj Nonprofit Corporation,273044014,Other,WHARTON,NJ,,"Other organization in WHARTON, NJ"
Central Aroostook Historical Society,273111419,Other,MARS HILL,ME,,"Other organization in MARS HILL, ME"
University Of Massachusetts,273116460,Education,SOUTHWICK,MA,,"Education organization in SOUTHWICK, MA"
Friends Of The Janet Carlson Calvert Library,273141438,Other,FRANKLIN,CT,,"Other organization in FRANKLIN, CT"
Dreamfar High School Marathon,273188990,Education,NEWTON,MA,,"Education organization in NEWTON, MA"
Henrietta Historical Society,273195047,Other,HENRIETTA,NY,,"Other organization in HENRIETTA, NY"
Portage Lake Historical Society,273202050,Other,PORTAGE LAKE,ME,,"Other organization in PORTAGE LAKE, ME"
Ruggles Lane School Pto,273213084,Education,BARRE,MA,,"Education organization in BARRE, MA"
Cranston Public Library Association,273228437,Other,CRANSTON,RI,,"Other organization in CRANSTON, RI"
Eglise Baptiste Salem,273243407,Other,ELMONT,NY,,"Other organization in ELMONT, NY"
Camden Public Library Fund,273304822,Foundation,CAMDEN,ME,,"Foundation organization in CAMDEN, ME"
American Italian Heritage Museum,273325534,Arts & Culture,ALBANY,NY,,"Arts & Culture organization in ALBANY, NY"
Korean Presbyterian Church Of Replenishment,273326700,Religious,WOODSIDE,NY,,"Religious organization in WOODSIDE, NY"
Blessing Presbyterian Church Of New York,273347687,Religious,NEW HYDE PARK,NY,,"Religious organization in NEW HYDE PARK, NY"
Oak Street School Parent Communication Council,273359890,Education,FRANKLIN,MA,,"Education organization in FRANKLIN, MA"
Childrens School,273368377,Education,SOUTHAMPTON,NY,,"Education organization in SOUTHAMPTON, NY"
Malden High School Alumni,273381412,Education,MALDEN,MA,,"Education organization in MALDEN, MA"
Abzyme Research Foundation,273438658,Research,NEW YORK,NY,,"Research organization in NEW YORK, NY"
Ridge High School Band Association,273440486,Education,BASKING RIDGE,NJ,,"Education organization in BASKING RIDGE, NJ"
Windham Center School Pto,273443160,Education,WINDHAM,CT,,"Education organization in WINDHAM, CT"
Friends Of The Ogdensburg Public Library Corp,273467506,Other,OGDENSBURG,NY,,"Other organization in OGDENSBURG, NY"
Hillsborough High School Takedown Club,273472687,Education,HILLSBOROUGH,NJ,,"Education organization in HILLSBOROUGH, NJ"
Welch School Pto,273517357,Education,PEABODY,MA,,"Education organization in PEABODY, MA"
Theodore Schor Middle School Pto,273559592,Education,PISCATAWAY,NJ,,"Education organization in PISCATAWAY, NJ"
Second Timothy Baptist Church,273563361,Religious,PASSAIC,NJ,,"Religious organization in PASSAIC, NJ"
Central Square Middle School Pto,273570268,Education,CENTRAL SQUARE,NY,,"Education organization in CENTRAL SQUARE, NY"
Sunnyside Elementary School Pto,273588783,Education,SHELTON,CT,,"Education organization in SHELTON, CT"
Daniel Hand High School Pto,273615725,Education,MADISON,CT,,"Education organization in MADISON, CT"
Home And School Association Of School 15,273635201,Education,CLIFTON,NJ,,"Education organization in CLIFTON, NJ"
Midcoast Senior College,273649225,Education,BRUNSWICK,ME,,"Education organization in BRUNSWICK, ME"
Goodwill Industries Of Southern New Jersey,273656662,Other,MAPLE SHADE,NJ,,"Other organization in MAPLE SHADE, NJ"
Hope Autism Foundation,273684401,Foundation,BASKING RIDGE,NJ,,"Foundation organization in BASKING RIDGE, NJ"
Operation Care For Troops,273685964,Arts & Culture,BROOKLINE,NH,,"Arts & Culture organization in BROOKLINE, NH"
Passaic Arts And Science Charter School,273706398,Education,FAIR LAWN,NJ,,"Education organization in FAIR LAWN, NJ"
Parkman Historical Society,273710111,Other,PARKMAN,ME,,"Other organization in PARKMAN, ME"
Friends Of Your Home Public Library,273712040,Other,JOHNSON CITY,NY,,"Other organization in JOHNSON CITY, NY"
Fernbrook Elementary School,273726070,Education,RANDOLPH,NJ,,"Education organization in RANDOLPH, NJ"
Cumsewogue Historical Society,273744577,Other,TERRYVILLE,NY,,"Other organization in TERRYVILLE, NY"
Rutherford Public Library Foundation,273763214,Foundation,RUTHERFORD,NJ,,"Foundation organization in RUTHERFORD, NJ"
Mid-state Realtors Community Foundation,273784782,Human Services,PLAINVILLE,CT,,"Human Services organization in PLAINVILLE, CT"
Cornerstone Baptist Church,273823829,Religious,BRONX,NY,,"Religious organization in BRONX, NY"
St John Bosco Schools,273828671,Education,E ROCHESTER,NY,,"Education organization in E ROCHESTER, NY"
South Nassau Communities Hospital,273857309,Health,OCEANSIDE,NY,,"Health organization in OCEANSIDE, NY"
Steamship Historical Society Of America,273893318,Other,WARWICK,RI,,"Other organization in WARWICK, RI"
Cape Atlantic School Councelors,273921133,Education,MAYS LANDING,NJ,,"Education organization in MAYS LANDING, NJ"
Friends Group Of Egleston Square Branch Library,273929889,Other,BOSTON,MA,,"Other organization in BOSTON, MA"
Institute For Integrated Economic Research,273932630,Research,ALBANY,NY,,"Research organization in ALBANY, NY"
University Of Orange A Nj Nonprofit Corporation,273939616,Education,ORANGE,NJ,,"Education organization in ORANGE, NJ"
First Amendment Museum At The Gannett House,273984372,Arts & Culture,AUGUSTA,ME,,"Arts & Culture organization in AUGUSTA, ME"
Friends Of Mountainside Library,273993268,Other,CLEVERDALE,NY,,"Other organization in CLEVERDALE, NY"
Vestal High School Parent Teacher Organization,274008907,Education,VESTAL,NY,,"Education organization in VESTAL, NY"
Schools For Refugees,274057046,Education,PORTLAND,ME,,"Education organization in PORTLAND, ME"
Shulamith School For Girls Of Brooklyn,274092673,Education,BROOKLYN,NY,,"Education organization in BROOKLYN, NY"
Explore Excel Charter School,274092757,Education,BROOKLYN,NY,,"Education organization in BROOKLYN, NY"
Fox Lane High School Association,274109274,Education,BEDFORD,NY,,"Education organization in BEDFORD, NY"
Academic-industry Research Network,274126652,Research,CAMBRIDGE,MA,,"Research organization in CAMBRIDGE, MA"
Friends Of The City Of Buffalo Animal Shelter,274225387,Human Services,WILLIAMSVILLE,NY,,"Human Services organization in WILLIAMSVILLE, NY"
Friends Of The Readfield Community Library,274226230,Human Services,READFIELD,ME,,"Human Services organization in READFIELD, ME"
Friends Of The At Freeport Community Library,274244185,Human Services,FREEPORT,ME,,"Human Services organization in FREEPORT, ME"
Bernardston Elementary School Pto,274249565,Education,BERNARDSTON,MA,,"Education organization in BERNARDSTON, MA"
Discovery Charter School,274310659,Education,ROCHESTER,NY,,"Education organization in ROCHESTER, NY"
South Nassau Communities Hospital,274344388,Health,OCEANSIDE,NY,,"Health organization in OCEANSIDE, NY"
The Wright Museum Of World War Ii,274362364,Arts & Culture,WOLFEBORO,NH,,"Arts & Culture organization in WOLFEBORO, NH"
Harbor Hill School Parent Faculty Association,274401577,Education,ROSLYN,NY,,"Education organization in ROSLYN, NY"
Talkondiabetes Foundation,274408987,Foundation,NEWTOWN,CT,,"Foundation organization in NEWTOWN, CT"
Groton Dunstable Middle School Pto,274429446,Education,GROTON,MA,,"Education organization in GROTON, MA"
The Martin Luther School,274445550,Education,MASPETH,NY,,"Education organization in MASPETH, NY"
Rockland County School Board Association,274458789,Education,WEST NYACK,NY,,"Education organization in WEST NYACK, NY"
Academy Of The City Charter School,274466971,Education,WOODSIDE,NY,,"Education organization in WOODSIDE, NY"
Biddeford Mills Museum,274483935,Arts & Culture,BIDDEFORD,ME,,"Arts & Culture organization in BIDDEFORD, ME"
Thomas Edison Energy-smart Charter School,274502163,Education,SOMERSET,NJ,,"Education organization in SOMERSET, NJ"
Amani Public Charter School,274508796,Education,MOUNT VERNON,NY,,"Education organization in MOUNT VERNON, NY"
Root Historical Society,274519430,Other,SPRAKERS,NY,,"Other organization in SPRAKERS, NY"
Friends Of Mamakating Library,274604983,Other,WURTSBORO,NY,,"Other organization in WURTSBORO, NY"
Choice Charter School,274626258,Education,BRONX,NY,,"Education organization in BRONX, NY"
Millville Public Charter School,274670786,Education,MILLVILLE,NJ,,"Education organization in MILLVILLE, NJ"
Spaulding High School Cheering Boosters,274687874,Education,SANBORNVILLE,NH,,"Education organization in SANBORNVILLE, NH"
Anna C Scott Home And School Association,274702467,Education,LEONIA,NJ,,"Education organization in LEONIA, NJ"
American Association Of Zoo Keepers,274815484,Other,BRONX,NY,,"Other organization in BRONX, NY"
American Association Of Zoo Keepers,274815894,Other,WEST ORANGE,NJ,,"Other organization in WEST ORANGE, NJ"
Fall River Fire Museum,274860416,Arts & Culture,FALL RIVER,MA,,"Arts & Culture organization in FALL RIVER, MA"
Mary E Flaherty School Pto,274860715,Education,BRAINTREE,MA,,"Education organization in BRAINTREE, MA"
Bundy Museum Of History And Art,274976890,Arts & Culture,BINGHAMTON,NY,,"Arts & Culture organization in BINGHAMTON, NY"
Exeter High School Alumni Association,275042829,Education,EXETER,NH,,"Education organization in EXETER, NH"
Community Regional Charter School,275068946,Education,SKOWHEGAN,ME,,"Education organization in SKOWHEGAN, ME"
Friends Of The Rye Public Library,275086756,Other,RYE BEACH,NH,,"Other organization in RYE BEACH, NH"
Hightstown High School Parent Association,275164188,Education,HIGHTSTOWN,NJ,,"Education organization in HIGHTSTOWN, NJ"
Relay Graduate School Of Education,275316628,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
North Jersey Private School Association,275332432,Education,MONTVILLE,NJ,,"Education organization in MONTVILLE, NJ"
South Nassau Communities Hospital,275368294,Health,OCEANSIDE,NY,,"Health organization in OCEANSIDE, NY"
Helpers 4 Shelters A Non-profit Corporation,275470953,Human Services,MIDDLETOWN,NY,,"Human Services organization in MIDDLETOWN, NY"
American Foundation For Cancer Research,275520872,Health,PENNINGTON,NJ,,"Health organization in PENNINGTON, NJ"
Brooke School Foundation,300015324,Education,ROSLINDALE,MA,,"Education organization in ROSLINDALE, MA"
Friends Of The Scituate Animal Shelter,300018488,Human Services,N SCITUATE,RI,,"Human Services organization in N SCITUATE, RI"
Sparta Alpine School Pto,300033920,Education,SPARTA,NJ,,"Education organization in SPARTA, NJ"
American Baptist Care Ministries,300038544,Religious,TRENTON,NJ,,"Religious organization in TRENTON, NJ"
Friends Of The Skowhegan Free Public Library,300067507,Other,SKOWHEGAN,ME,,"Other organization in SKOWHEGAN, ME"
Duanesurg Historical Society,300069136,Other,DUANESBURG,NY,,"Other organization in DUANESBURG, NY"
Yinghua Language School,300070430,Education,PRINCETON,NJ,,"Education organization in PRINCETON, NJ"
Cohos Historical Society,300076038,Other,NORTH STRATFORD,NH,,"Other organization in NORTH STRATFORD, NH"
Shiloh Missionary Baptist Church,300082359,Religious,NEW HAVEN,CT,,"Religious organization in NEW HAVEN, CT"
Friends Of The Davis Memorial Library,300082686,Other,LIMINGTON,ME,,"Other organization in LIMINGTON, ME"
Friends Of The Lynnfield Public Library,300097791,Other,LYNNFIELD,MA,,"Other organization in LYNNFIELD, MA"
Stoughton Historical Society,300099060,Other,STOUGHTON,MA,,"Other organization in STOUGHTON, MA"
The Galway University Foundation,300099346,Education,NEW YORK,NY,,"Education organization in NEW YORK, NY"
Middlebury United Methodist Church,300101337,Religious,MIDDLEBURY,VT,,"Religious organization in MIDDLEBURY, VT"
Gospel Baptist Church,300109061,Religious,S RICHMOND HL,NY,,"Religious organization in S RICHMOND HL, NY"
Hungarian Baptist Missions,300111458,Other,HOPEWELL JCT,NY,,"Other organization in HOPEWELL JCT, NY"
Flatbush Sda School,300112041,Education,BROOKLYN,NY,,"Education organization in BROOKLYN, NY"
Friends Of The Tewksbury Township Library,300112718,Other,OLDWICK,NJ,,"Other organization in OLDWICK, NJ"
Solvay Public Library,300115992,Other,SOLVAY,NY,,"Other organization in SOLVAY, NY"
Central Hudson Baptist Association,300122210,Other,NEWBURGH,NY,,"Other organization in NEWBURGH, NY"
Friends Of The New Durham Public Library,300129413,Other,NEW DURHAM,NH,,"Other organization in NEW DURHAM, NH"
Caldwell College Alumni Association,300151676,Education,CALDWELL,NJ,,"Education organization in CALDWELL, NJ"
Tyson Ladies Aid Of The Library Association,300156463,Other,LUDLOW,VT,,"Other organization in LUDLOW, VT"
Friends Of The Effingham Library,300184894,Other,EFFINGHAM,NH,,"Other organization in EFFINGHAM, NH"
Exeter Community Food Bank,300185252,Human Services,EXETER,RI,,"Human Services organization in EXETER, RI"
Brockport Community Museum,300187856,Human Services,BROCKPORT,NY,,"Human Services organization in BROCKPORT, NY"
United Ways Of Vermont,300192082,Other,ESSEX JCT,VT,,"Other organization in ESSEX JCT, VT"
Southern Tier Symphony,300207770,Arts & Culture,OLEAN,NY,,"Arts & Culture organization in OLEAN, NY"
Russell Public Library,300209987,Other,RUSSELL,NY,,"Other organization in RUSSELL, NY"
Hampton University,300213261,Education,DUNELLEN,NJ,,"Education organization in DUNELLEN, NJ"
Old Bristol Historical Society,300222568,Other,BRISTOL,ME,,"Other organization in BRISTOL, ME"
Christ Ministries Baptist Church,300226447,Religious,NAPANOCH,NY,,"Religious organization in NAPANOCH, NY"
Raymond-casco Historical Society,300229869,Other,RAYMOND,ME,,"Other organization in RAYMOND, ME"
Horton Brook Free Methodist Church,300299213,Religious,ROSCOE,NY,,"Religious organization in ROSCOE, NY"
Point Pleasant Borough High School Band Boosters,300325823,Education,PT PLEASANT,NJ,,"Education organization in PT PLEASANT, NJ"
Roxbury High School Basketball Parents Club,300327183,Education,SUCCASUNNA,NJ,,"Education organization in SUCCASUNNA, NJ"
Dayton Historical Society,300332846,Other,GOWANDA,NY,,"Other organization in GOWANDA, NY"
Southern Maine Middle School Athletic Conference,300342242,Education,GORHAM,ME,,"Education organization in GORHAM, ME"
Wolcott Historical Society,300357316,Other,WOLCOTT,VT,,"Other organization in WOLCOTT, VT"
Friends Of The Kimball Library,300379895,Other,ATKINSON,NH,,"Other organization in ATKINSON, NH"
Bethel High School Ptso,300389122,Education,BETHEL,CT,,"Education organization in BETHEL, CT"
Friends Of The West Babylon Library,300407861,Other,WEST BABYLON,NY,,"Other organization in WEST BABYLON, NY"
Norway Historical Society,300414525,Other,NEWPORT,NY,,"Other organization in NEWPORT, NY"
Friends Of Pawtucket Animal Shelter,300420196,Human Services,PAWTUCKET,RI,,"Human Services organization in PAWTUCKET, RI"
Minot Historical Society,300432697,Other,MINOT,ME,,"Other organization in MINOT, ME"
Rutgers The State University Of Nj,300448377,Education,WESTAMPTON,NJ,,"Education organization in WESTAMPTON, NJ"
